title,date
"U.S. House panel calls March screening of travelers from Italy, South Korea ineffective",May 07 2020
"U.S. coronavirus deaths exceed 75,000: Reuters tally",May 07 2020
Whistleblower offers window into HHS’s flawed COVID-19 response,May 07 2020
Malaria drug touted by Trump for coronavirus fails another test,May 07 2020
New York governor extends eviction ban to protect those most vulnerable,May 07 2020
U.S. needs better technology to test for COVID-19: top health official,May 07 2020
"Trump, Pence test negative after White House valet contracts coronavirus",May 07 2020
Texas governor bans jail time for coronavirus lockdown violations,May 07 2020
U.S. adds social distancing to Atlantic hurricane season emergency response plan,May 07 2020
California predicts $54.3 billion budget deficit due to coronavirus,May 07 2020
"CDC reports 1,219,066 coronavirus cases, 73,297 deaths",May 07 2020
New Jersey 'Bridgegate' scandal convictions tossed by U.S. Supreme Court,May 07 2020
"Massachusetts must allow gun stores to reopen despite pandemic, judge rules",May 07 2020
Trump says his administration is talking to Republican senators about work visa issue,May 07 2020
U.S. cryptocurrency investor sues suburban NYC teen for $71.4 million over alleged swindle,May 07 2020
'Like a science experiment': A New York family learns the limits of coronavirus tests,May 07 2020
U.S. top court tosses ruling against illegal immigration encouragement law,May 07 2020
U.S. railroad Amtrak will require all passengers to wear facial coverings,May 07 2020
U.S. dropping criminal case against ex-Trump adviser Flynn: AP,May 07 2020
First immigrant detainee with COVID-19 dies in U.S. custody in California,May 07 2020
Trump doing well after president's valet tests positive for virus: Conway,May 07 2020
"U.S. Navy suffering from 'failure in leadership,' says nominee to lead it",May 07 2020
U.S. House Democrats to attempt passing next coronavirus bill soon,May 07 2020
Black man shot dead by police in Indianapolis; video prompts calls for probe,May 07 2020
U.S. employers must try to accommodate workers vulnerable to coronavirus: agency,May 07 2020
Blame China. Remake economy: Trump pivots to new election message amid pandemic,May 07 2020
Top U.S. House Republican calls for pause in coronavirus legislation,May 07 2020
U.S. scientists scramble to study life-threatening syndrome in kids linked to coronavirus,May 07 2020
"Leaked reopening guidance not cleared by U.S. public health leaders, official says",May 07 2020
Republican donor named U.S. postmaster general,May 07 2020
Fight brews in Congress over Republican push to protect business from coronavirus lawsuits,May 07 2020
TSA to require employees to wear masks at U.S. airport checkpoints,May 07 2020
Cigna's Express Scripts offers discounted drugs for U.S. newly unemployed,May 07 2020
"U.S. graduates turn regalia into PPE: Wear the cap, donate the gown",May 07 2020
Trump says he did not wear mask at Honeywell facility after consulting CEO,May 07 2020
Some U.S. senators worry that without tests they could bring coronavirus home,May 06 2020
Was that a flush? U.S. Supreme Court handles teleconference experiment,May 06 2020
"Trump to refocus coronavirus task force on economic revival, concedes risks",May 06 2020
Supreme Court's Ginsburg discharged from hospital,May 06 2020
Retail foot traffic ticks up as states loosen rules: Unacast,May 06 2020
"Texas back in business? Barely, y'all, as malls, restaurants empty",May 06 2020
Trump calls ousted whistleblower Bright a 'disgruntled employee',May 06 2020
"CDC reports 1,193,813 coronavirus cases, 70,802 deaths",May 06 2020
Trump says will announce new members of coronavirus task force by Monday,May 06 2020
Two of the largest Catholic archdioceses in U.S. reopen cemeteries for visits,May 06 2020
Some U.S. city transit agencies turn to Uber as ridership drops during coronavirus crisis,May 06 2020
"Fauci, Birx will keep roles on coronavirus task force: Trump",May 06 2020
"Pentagon report says 130 civilians killed in 2019, lower than watchdog estimates",May 06 2020
New York governor says some states making a mistake by reopening,May 06 2020
U.S. Senate approves Trump security nominee after nearly two-year hold,May 06 2020
U.S. Supreme Court Justice Ginsburg recovering after gallbladder treatment,May 06 2020
Democrats say Trump's pick for powerful U.S. court too inexperienced,May 06 2020
U.S. Supreme Court wrestles with Obamacare contraception case,May 06 2020
Judge reinstates New York presidential primary canceled by state,May 06 2020
"Fauci to testify before U.S. Senate, not House, on virus response",May 06 2020
"Howard and Lois, reunited: Elderly couple separated by virus finally meet again",May 06 2020
Democrats want $25 billion for U.S. Postal Service in next coronavirus relief bill: Hoyer,May 06 2020
U.S. judge dismisses lawsuit over worker safety at Smithfield pork plant,May 06 2020
Exclusive: Trump administration drafting 'Artemis Accords' pact for moon mining - sources,May 06 2020
Ousted U.S. whistleblower says Trump health official played down coronavirus threat,May 06 2020
U.S. may require masks at airports in changes to limit coronavirus,May 06 2020
"Five-year-old stopped on U.S. highway wanted to buy Lamborghini, police say",May 06 2020
"Illinois county to probe earlier deaths from heart attacks, pneumonia for COVID-19",May 06 2020
U.S. marines rotation to Australia to go ahead under strict COVID-19 measures,May 06 2020
Trump tours new face-mask factory in Arizona but does not wear one,May 06 2020
Georgia grand jury to consider charges in shooting of unarmed black man,May 06 2020
Trump renews partisan pandemic commentary as Texas moves to further ease shutdown,May 05 2020
White House to wind down coronavirus task force as focus shifts to aftermath: Trump,May 05 2020
Exclusive: U.S. airlines burn through $10 billion a month as traffic plummets,May 05 2020
U.S. Treasury to distribute $4.8 billion in pandemic funds to tribal governments,May 05 2020
Most Americans would take coronavirus vaccine if deemed safe: Reuters/Ipsos poll,May 05 2020
Republicans seek tax cuts in next coronavirus bill; senator warns Congress may spread virus,May 05 2020
U.S. files first criminal charges for defrauding coronavirus bailout program,May 05 2020
Trump allies on the sidelines in Supreme Court financial records fight,May 05 2020
U.S. Supreme Court justices question curbs on overseas anti-AIDS funding,May 05 2020
New York to work with Gates Foundation to 'reimagine' schools: governor,May 05 2020
Audit finds Mississippi misspent millions in federal anti-poverty funds,May 05 2020
"Texas governor says nail and hair salons, barbershops can open Friday",May 05 2020
Senators press Trump pick for top U.S. spy on China in era of coronavirus,May 05 2020
Ousted U.S. vaccine official to testify before House panel: spokeswoman,May 05 2020
Trump urges China to reveal all about origin of coronavirus,May 05 2020
Trump says coronavirus task force will wind down as focus shifts to reopening,May 05 2020
"CDC reports 1,171,510 coronavirus cases, 68,279 deaths",May 05 2020
Democratic U.S. senators push for coronavirus aid to nonprofits,May 05 2020
"NY's Cuomo starts 'Wear a Mask!' ad contest, credits daughter",May 05 2020
Trump outlines wish list as Congress mulls more coronavirus relief,May 05 2020
Tents and immunity testing: U.S. colleges weigh return to campus life,May 05 2020
"U.S. coronavirus deaths exceed 70,000 as forecasting models predict grim summer",May 05 2020
Open for lunch: California counties with few coronavirus cases re-start their economies,May 05 2020
U.S. traffic deaths fell in 2019 for third straight year,May 05 2020
Connecticut closing schools for remainder of academic year: governor,May 05 2020
"Researchers double U.S. COVID-19 death forecast, citing eased restrictions",May 04 2020
U.S. Senate returns to Washington amid concerns about coronavirus risk,May 04 2020
"New York governor outlines reopening plan with construction, manufacturing first",May 04 2020
Smooth sailing in U.S. Supreme Court's first teleconference case; Thomas joins fray,May 04 2020
"California sees 'ray of sunshine,' takes first steps toward reopening",May 04 2020
"New projection puts U.S. COVID-19 deaths at nearly 135,000 by August",May 04 2020
U.S. targets fraud in coronavirus antibody test market with tighter rules,May 04 2020
"CDC reports 1,152,372 coronavirus cases, 67,456 deaths",May 04 2020
Fears overnight closure of New York subway will push homeless 'into the shadows',May 04 2020
Cuba calls attack on Washington embassy terrorism; police say gunman heard voices,May 04 2020
Trump order to buy U.S.-made medical supplies coming soon: Navarro,May 04 2020
U.S. House Republican leader McCarthy: money for states can be only about covid,May 04 2020
"Trump says up to 100,000 Americans may die from coronavirus",May 04 2020
U.S. starts study to find COVID-19 infection rate in children,May 04 2020
"U.S. Treasury's Mnuchin says Trump eyeing restaurant tax changes, travel boost",May 04 2020
U.S. arms makers and medical device firms team up to make ventilators,May 04 2020
Warm weather draws crowds in some cities as parts of U.S. start easing coronavirus lockdowns,May 03 2020
Pence says he should have worn face mask at Mayo Clinic,May 03 2020
"U.S. CDC reports 1,122,486 coronavirus cases, 65,735 deaths",May 03 2020
"Facing meat shortages, some Americans turn to hunting during pandemic",May 03 2020
"U.S. airlines now requiring masks, promise more safety measures",May 03 2020
"White House adviser will not rule out more money for states, small businesses",May 03 2020
U.S. processes over $500 billion in small business loans to stem coronavirus fallout,May 03 2020
Phoning it in: Pandemic forces Supreme Court to hear cases in a new way,May 03 2020
New York's Cuomo warns against 'blindly' reopening states,May 02 2020
False bomb threat temporarily closes Anchorage airport to arrivals,May 02 2020
Biden backs women's soccer team after lawsuit setback,May 02 2020
Americans begin to surface from isolation as states ease clamp-downs,May 02 2020
"U.S. CDC reports 1,092,815 coronavirus cases, 64,283 deaths",May 02 2020
U.S. emergency approval broadens use of Gilead's COVID-19 drug remdesivir,May 02 2020
Exclusive: U.S. coronavirus stimulus went to some healthcare providers facing criminal inquiries,May 02 2020
"Conservative groups advising White House push fast reopening, not testing",May 02 2020
U.S. court dismisses New York nurses case against Montefiore for COVID-19 protection,May 02 2020
Half of U.S. states easing coronavirus restrictions as jobless numbers grow,May 02 2020
U.S. hospitals promise new safety measures to ease patient fears after coronavirus crush,May 02 2020
Trump leaves White House grounds for first time since March 28,May 01 2020
California governor says coronavirus easing 'days away' as protesters throng beach,May 01 2020
Former Trump lawyer will not be released from prison this week: source,May 01 2020
"Democrat Joe Biden denies alleged sexual assault, requests release of Senate records",May 01 2020
"Trump now says he hopes U.S. coronavirus deaths less than 100,000",May 01 2020
"'No $, no rent' - protesters call for economic help at New York May Day demonstrations",May 01 2020
